average_cadence;average_heartrate;average_speed;average_temp;calories;distance;max_heartrate;max_speed;moving_time;total_elevation_gain
82.2;0;3.041;0;2704.2;27668.9;0;6.6;9098;1030.8
81.7;0;3.212;0;2612.3;29510.5;0;4.7;9189;439.6
83;158.6;3.564;20;0;15367.2;179;4.6;4312;66
82.6;0;3.418;0;0;14275.2;0;11.3;4177;364.9
82.9;0;3.482;0;0;15030;0;5.5;4316;104.2
82.6;0;3.411;0;755.8;9165.9;0;5.8;2687;0
82.3;0;3.146;0;0;13085.9;0;12.8;4160;247.9
81.5;0;3.405;0;0;11950.9;0;4.8;3510;81.3
82.5;0;3.602;0;0;10364.1;0;6.3;2877;0
81.5;0;3.029;0;0;9509.6;0;4.5;3139;181.7
82.3;0;3.483;0;0;11678.7;0;6.1;3353;102.2
83.4;141.8;2.735;15;0;7830.2;161;3.8;2863;3
80.5;167.7;3.35;29;0;8793.8;178;4.6;2625;22
83.1;0;3.609;0;816.2;9873.7;0;6.7;2736;3.6
84.5;144.7;3.568;24;0;8996;159;5.8;2521;26
81.5;153.1;3.194;23;0;3452.9;179;4.2;1081;66
84.4;153.9;3.389;21;0;8827.7;165;5.4;2605;24
82;0;3.591;0;0;14015.4;0;5.5;3903;328.7
80.5;0;2.982;0;0;11927.6;0;4.5;4000;326.3
83.1;157.6;3.599;21;0;15386.9;167;5.3;4275;66
83.6;0;3.627;0;0;11576.3;0;8.5;3192;51.7
81.8;0;3.105;19;0;8986.9;0;4.5;2894;121
82.9;0;3.652;0;748.4;9050.5;0;6.8;2478;2.1
81.2;0;3.115;0;0;19568.6;0;5.1;6282;600.1
81.8;0;3.669;0;0;13001.5;0;6.5;3544;109.9
64.1;0;1.447;0;883.4;5230.1;0;3.7;3615;822.7
81.9;0;3.295;0;0;14548.6;0;6.7;4415;103.9
82.4;0;3.536;0;0;11955;0;8.7;3381;71.4
81.3;0;3.122;0;0;12369.3;0;4.5;3962;317.2
84.1;151.5;3.618;16;0;11182.3;168;5.3;3091;40
84.5;151.4;3.672;20;0;10765;174;5.2;2932;37
82.3;0;3.72;0;0;9679.9;0;6.3;2602;6.1
79.2;146.4;3.064;24;0;5705.1;160;5.8;1862;18
82.9;0;3.428;0;1177.4;14115.7;0;4.9;4118;106.9
82.2;0;3.514;0;0;11154.3;0;5.5;3174;72.1
82.5;0;3.591;0;0;18008.5;0;7.3;5015;220.8
83.9;164.9;3.555;20;0;13704;182;4.6;3855;52
83.2;0;3.418;0;1285.3;14271.7;0;11.5;4175;334.7
83.4;159.1;3.652;20;0;11012;179;4.7;3015;35
83.3;0;3.614;0;827.1;10017.3;0;6.2;2772;4.6
82.3;161.3;3.773;25;0;13896.7;179;5.4;3683;50
81;0;2.965;0;0;11957.9;0;4.3;4033;323.1
82.4;0;3.508;0;0;14579.8;0;5.8;4156;100.2
79.3;120.3;3.073;23;0;3011.6;157;6.3;980;16
82.3;0;3.07;0;0;28008.1;0;4.6;9123;662.8
83.8;150;2.962;19;0;8026.2;163;4.2;2710;1
83.6;0;3.77;20;0;11004.5;0;5.7;2919;35
83.4;0;3.574;0;1262.3;14263.5;0;5.7;3991;301.1
82.1;0;3.371;0;0;14456.9;0;4.5;4288;103.6
82.6;0;3.476;0;1197.1;14397.4;0;4.7;4142;104.6
84.1;161.2;3.068;31;0;7961.3;183;4.1;2595;16
83.1;0;3.537;0;0;20194.9;0;5.1;5710;561
84.3;155.6;3.731;24;0;10304.8;168;4.9;2762;13
79.7;0;2.563;26;0;9499.4;0;4.6;3706;279
80.7;143.7;3.096;23;0;7676.1;175;4.6;2479;1
83.6;0;3.613;26;856;13628.9;0;5.6;3772;55
82.2;155.5;3.528;29;960;16416.3;171;5.8;4653;86
82.2;0;3.596;0;0;15008.1;0;4.8;4173;110.8
83.3;0;3.513;0;0;14147.7;0;5.3;4027;226.8
81.5;0;3.249;0;0;12154.4;0;5.8;3741;367.2
84.3;157.3;3.507;23;0;11124.7;177;4.5;3172;40
82.4;149.5;3.423;29;815;13730.9;161;4.3;4011;55
82.2;164.4;3.742;28;644;10574.8;181;4.9;2826;82
82.9;157.2;3.726;27;435;7694.5;174;5.6;2065;12
84.3;147.8;3.71;22;607;11363.9;160;4.6;3063;44
83.8;146.2;3.816;24;568;11213.8;159;4.8;2939;58
81.5;153.8;3.356;29;569;9500.7;171;5.9;2831;220
84.3;160.7;3.061;26;625;8525.9;177;4.8;2785;1
85.1;160.2;3.803;25;1010;17237.8;173;6.2;4533;71
84.3;146.5;3.779;25;586;11729.9;162;5.3;3104;37
83.3;146.9;3.014;26;459;7086.2;163;4.4;2351;10
83.6;157.2;3.773;27;780;13793.2;175;5.6;3656;56
83.1;0;3.376;24;631;9866;0;5.3;2922;157
83.1;160.8;3.68;29;980;16457.9;179;5;4472;202
84;162.7;3.753;27;1142;19013.3;183;4.9;5066;136
84.2;153.1;3.623;29;835;14215.3;169;6;3924;84
85;149.4;3.791;25;744;14018.4;173;5.5;3698;0
84.5;162.1;3.81;29;827;14108.8;180;5.2;3703;75
83.8;156.9;3.657;28;754;13038.2;178;5.6;3565;129
81.9;142.1;3.163;29;494;8596.3;170;4.5;2718;233
85.8;156.2;3.743;29;748;13225.2;179;5.9;3533;135
83.5;159.9;3.941;28;625;11076.9;179;5.9;2811;5
81.7;132.7;3.052;26;492;9924.2;158;5.5;3252;355
83;157.3;3.662;30;845;14129.4;179;5.1;3858;124
85.7;156;3.888;26;903;16092;171;5.3;4139;79
84.5;162.6;3.914;26;744;12870.3;178;5.3;3288;1
83.3;134.2;2.627;27;581;9534.5;162;4.4;3630;70
84;138.7;3.183;25;373;6565.7;162;4.8;2063;191
86.3;163.5;3.923;28;935;16120.6;173;5.6;4109;123
87.5;153.6;3.837;22;696;13007;178;5.7;3390;8
83;148.4;3.016;30;749;12008.6;173;4.4;3981;251
84.5;157.3;3.916;29;368;6418.5;175;5.5;1639;63
85.2;157.4;3.819;27;765;13746.7;173;5.7;3600;2
85.5;148.4;3.855;22;651;12396.1;177;4.8;3216;2
87.2;150.5;3.921;24;716;13519.2;168;5.7;3448;8
85;157.8;3.806;31;902;16009.6;175;5.1;4206;72
87.2;148.5;3.892;21;628;12132.5;165;6;3117;2
80.5;154.4;3.1;29;649;9657.7;169;4.8;3115;363
84.9;156.3;3.743;25;458;8018.4;174;7.3;2142;7
85;164;3.998;27;446;7552.9;177;6.1;1889;130
85.6;141.5;3.893;21;400;8043.4;178;7.7;2066;133
84.2;136.9;3.654;21;364;7337;159;6.2;2008;178
82.1;0;2.871;0;0;21145.5;0;4.8;7364;936.1
83.8;148.4;3.204;30;733;11952.3;173;5.9;3730;393
86.2;144.5;4.016;23;636;13111.4;164;6.1;3265;13
86.2;141;3.828;24;530;10805.1;161;5.8;2823;3
85.4;159.1;3.933;29;520;9015.2;172;5;2292;130
86;160.4;3.971;26;510;8930.6;180;5.8;2249;7
85.1;148;4.091;24;629;12367.5;161;5.4;3023;7
83.8;148.6;3.42;21;1094;19009.4;169;5.2;5558;363
87.1;159.2;3.996;24;791;13994.4;174;5.5;3502;6
86.2;168.6;4.284;21;798;14011.5;178;5.4;3271;8
83.5;138.8;3.338;23;583;11897.7;172;6.4;3564;9
82.8;146.4;3.339;26;294;4550.6;160;4.6;1363;79
84.8;161.8;3.952;28;405;6722.2;175;7.4;1701;15
87.6;155.9;4.34;16;1066;21127.5;172;5.7;4866;56
82.2;163.5;3.566;23;623;9233;179;4.7;2589;98
85.7;167.9;4.315;21;680;12034.2;179;5.1;2789;6
83.9;158.9;3.804;19;745;12316.6;178;5;3238;120
86.1;164.7;4.074;19;1127;19542.3;179;4.9;4797;141
85.3;148;4.164;18;527;10371.3;168;5.4;2491;140
82.1;146.1;3.199;21;424;6631.2;163;5.3;2073;64
83.5;129.2;3.45;17;279;5785.5;144;4.8;1677;179
82.5;128.7;3.433;23;320;6671;147;4.8;1943;77
86.1;157.5;4.078;20;754;13773;179;6.1;3377;3
84.7;143.9;3.843;17;491;9792.4;164;5.5;2548;5
84.5;153.1;3.44;22;1110;18591.5;176;6.1;5405;355
86.3;145.9;4.046;23;765;16246.3;161;6.9;4015;127
85;170.2;3.271;19;435;8010.4;190;5;2449;79
87;159.2;3.95;30;924;16131.2;175;5.5;4084;131
77.8;160.6;2.365;13;758;12362.6;186;6.2;5227;623
84.3;155.3;2.821;11;360;6858;178;4.4;2431;181
86.2;170;3.241;15;1187;22308.7;195;9.8;6884;145
80.6;159.3;2.896;22;0;7817.5;174;3.8;2699;2
83.5;160.9;3.145;18;397;7644.7;190;4.9;2431;79
46.3;146.6;1.397;18;448;4635;188;7.3;3318;435
84.6;175.1;3.288;19;718;12274.9;195;4.6;3733;243
83.6;172.2;3.11;12;747;12827.2;198;4.8;4125;180
86;157.7;3.124;16;458;8573.5;180;4;2744;82
72.3;169.4;1.56;17;599;5155;193;5.8;3304;567
80.4;171.4;2.684;16;471;7206.1;197;4.7;2685;294
57.3;119.5;1.007;22;595;6084.2;170;4;6040;562
82.8;0;4.647;0;0;25069.8;0;17.1;5395;346.9
85.9;169.2;3.486;20;558;10790.4;187;4.3;3095;12
78;168;2.147;20;1226;16767.4;198;6.6;7809;941
80.5;170;2.63;16;994;15793.8;199;18.5;6005;557
83.6;162.6;2.999;10;591;10408.8;194;4.5;3471;226
85.5;167.6;3.431;19;364;6824.6;195;5.7;1989;67
77.7;131.2;2.455;22;83;1612.9;163;4.8;657;20
83.5;160.8;2.931;12;548;10044.1;187;4.6;3427;216
70.7;143.8;1.575;13;531;6282;189;4.4;3988;611
45.7;114.8;0.831;12;500;5291.6;168;1.8;6365;996
84.5;174.5;3.309;16;1000;17390.6;188;5.1;5255;181
84.1;154.6;2.998;14;278;5022.3;169;3.9;1675;53
86.5;172.4;3.399;15;620;11538.2;191;5.1;3395;11
84.7;171.4;3.244;18;1138;22738.1;192;5.2;7010;149
79.4;167.1;2.424;14;662;9165.7;205;8.1;3782;363
82.7;166.1;2.774;10;765;13059.3;195;4.6;4707;408
86.2;168;3.124;12;429;8005.6;184;4.4;2563;73
86.4;168.3;3.431;16;409;7615.9;193;8;2220;68
86.2;166.4;3.508;14;501;10082.5;194;4.9;2874;6
50.3;100.4;1.115;11;524;9897.9;157;15.5;8877;1000
83.5;171.7;2.885;16;671;11001.8;194;5.2;3813;320
79.8;163.2;2.295;10;595;9105.6;201;5.8;3967;432
85.4;150;2.779;19;365;6239.4;186;3.8;2245;0
83.5;165.4;3.038;15;439;7509;192;4.7;2472;214
84.2;166.8;3.044;13;667;11414.7;187;5.2;3750;179
86.1;176;3.342;16;1210;20665.8;201;5.8;6183;133
85.3;154.5;2.796;12;363;6422.5;181;4.3;2297;113
83.7;178.9;3.075;13;666;10380.5;195;4.3;3376;215
85.7;163.5;3.362;22;360;6845.3;188;8.2;2036;55
85.5;157.2;3.12;18;342;6442.6;176;5.6;2065;62
84.8;171.2;3.219;20;388;6830.2;191;4.5;2122;64
77;170.1;2.24;13;1132;15499.9;195;4.3;6921;846
73.5;163.2;1.844;18;609;6535.5;190;4.3;3544;667
86.9;156.9;3.242;17;427;8319.5;176;4.4;2566;76
86.2;158.7;2.925;15;451;7898.8;172;5.9;2700;121
84.2;164.1;3.073;13;556;10076.5;184;4.7;3279;181
80.5;173.8;2.655;22;812;11604.2;196;5.6;4371;462
71.9;173.2;2.064;24;756;8898.9;192;4.6;4312;804
78.3;167.1;2.198;25;1883;26833.9;191;8.2;12208;1371
86.7;164.5;3.295;18;475;9042.1;195;6.5;2744;93
45.6;113.3;0.927;14;1125;15020.9;156;11.9;16212;1671.2
84.3;165.4;3.154;24;549;9718.1;182;4.5;3081;120
0;0;0;0;0;0;0;0;3000;0
64.1;109.2;1.647;23;151;2876.1;157;3.8;1746;8
0;0;0;0;0;0;0;0;1800;0
0;0;0;0;0;0;0;0;2280;0
63.2;107.8;1.685;22;177;3470.1;157;15.6;2059;52
65;116.8;1.794;25;239;4302.7;157;4;2398;69
85.1;161.7;3.304;11;566;11746.2;190;4.7;3555;115
62.2;152.4;1.196;31;1429;12338.7;188;3.6;10315;946
72.3;142.9;2.306;28;268;4369;184;4.5;1895;65
64.9;150.3;1.291;30;1370;12930;186;3.9;10014;868
60.7;140.1;1.385;30;949;10340;176;8.6;7467;753
72.8;134.3;2.174;23;299;5007.3;170;4.2;2303;72
82.4;158.7;3.458;30;317;6182.9;198;4.9;1788;45
67.2;125.8;1.403;26;996;15276.4;181;8;10889;988
84.9;147.5;3.018;22;277;5293.9;167;4.2;1754;45
83.5;164.5;3.259;30;430;7689.1;193;5.1;2359;48
83.4;155.8;3.195;26;440;8409.7;178;4.6;2632;81
66.7;112.3;1.089;20;1032;16142.9;157;8.2;14830;1686
49.8;105.2;7.245;22;45;4274.5;125;14;590;5
47.1;105.7;1.532;13;297;6929;138;14;4522;643
84.5;156.7;3.149;16;502;9786.4;175;5.4;3108;94
85.8;152.7;3.215;25;288;5603.1;185;4.4;1743;38
87.5;173.7;3.515;21;526;9656.9;191;5.2;2747;89
84.4;173.4;3.205;13;807;14641.1;192;6.9;4568;211
85.4;174.4;3.218;23;309;5113.9;193;3.6;1589;0
0;0;0;0;0;0;0;0;4800;0
72.1;137.1;2.176;18;230;3879.9;173;3.8;1783;66
74.8;145.3;1.904;11;901;15414.5;193;4.4;8094;868
85;164.7;3.329;16;758;14582.2;183;5.3;4380;121
0;0;3.188;17;0;20738;0;10;6504;456
0;0;3.314;11;0;19783;0;8.2;5969;459.8
48.3;158.8;1.31;21;1465;14683.8;191;13.6;11206;1312
45.7;104.7;1.038;15;778;14499.1;168;7.5;13967;850
45.8;124.1;1.063;16;781;10551.5;175;12.2;9930;1094
45.2;152.2;1.001;16;2040;17538.4;186;10.8;17520;1698
74.6;148.1;1.588;16;1638;22822.3;204;6.8;14372;1544
87;172.8;3.409;23;530;9558.6;194;4.8;2804;98
42.3;113.2;1.37;16;459;9200.5;176;12.9;6717;897
71.9;130.1;2.112;12;126;2279.2;147;5.3;1079;34
43.9;101;2.851;15;414;22403.5;130;9.3;7857;333
72.2;133.3;2.202;16;167;3083.1;155;4.2;1400;56
76.9;112.4;1.533;23;348;6921.3;155;5;4515;40
84.5;158.3;3.075;29;621;11123.9;188;5.9;3618;90
85.3;148.9;3.44;28;297;6246.8;170;5.7;1816;53
86.4;159.5;3.008;20;435;7373.7;179;4;2451;69
79.5;160.2;2.246;26;883;13212.4;186;4.9;5883;608
0;0;0;0;0;0;0;0;3600;0
71.6;162.4;1.569;27;1328;13343.2;192;4.5;8503;1029
86;150.6;3.304;28;269;5442.5;166;5.7;1647;28
42.1;155.1;1.063;18;1179;11014.4;191;11.7;10357;1355
45;100.3;3.11;15;532;31138.7;144;11;10014;432
84.5;147.6;2.583;22;361;6184;165;5;2394;143
72.6;132.7;2.206;22;141;2327.2;161;4.2;1055;48
76.6;135.5;2.579;24;138;2630.5;153;4.7;1020;58
74.2;135.2;2.469;34;124;2276.3;151;4.2;922;14
77.2;144.3;2.495;29;159;2570.1;176;4.3;1030;13
77.3;139.2;2.643;27;178;3316.6;167;5;1255;11
75.2;135.7;2.592;32;184;3523.1;154;4.3;1359;14
74.5;133.6;2.614;30;202;4142.8;160;5;1585;17
75.7;157;2.42;23;244;3472.1;185;4.6;1435;77
77.6;153.2;2.648;27;267;4493;190;11;1697;94
0;0;1.424;28;968;6616;0;3.2;4647;811
75.2;140.7;2.523;27;225;4110.1;173;5;1629;100
70.1;139.3;1.689;27;1036;13796.4;176;4.8;8166;921
60.1;131;1.334;30;728;8530.1;192;3.6;6392;765
68.9;168.2;2.033;24;1749;21911.8;206;26.6;10780;1807
79.3;156.5;2.695;25;267;4266.7;190;6.8;1583;70
82.3;128.5;2.505;22;22;440.9;135;3.3;176;24
78.5;158.4;2.586;24;302;4631.6;190;4.6;1791;115
0;0;1.344;23;620;9433;0;4;7021;838.4
77.3;159.9;2.524;28;349;5249.2;188;5.2;2080;119
77.9;148.2;2.501;19;265;4369.2;191;5.2;1747;94
77.6;139.2;2.698;22;276;5553.2;154;4.2;2058;128
71.2;127.3;1.577;17;552;7895.9;167;4.1;5007;579
80.6;168.4;2.549;26;364;5244;191;4.8;2057;106
81.1;175.5;2.92;27;499;7838.6;196;5.9;2684;138
82.9;166.2;3.048;21;498;9271.1;195;6.4;3042;129
82.3;166.8;2.945;18;565;10006.9;193;6;3398;203
82.2;176.5;2.972;23;664;10917.8;198;4.7;3673;209
82.9;174.4;2.987;21;588;10022.5;197;4.6;3355;184
69.8;141.2;1.666;18;552;7656.3;185;8.6;4595;620
83.7;173.3;2.925;22;489;8267.4;189;5.5;2826;168
82.6;174.6;3;21;474;7965.6;196;4.9;2655;84
83.7;173.9;3.095;23;523;9400.3;194;5.2;3037;140
81;174.4;2.818;28;660;11005.9;190;5.4;3906;256
83.8;165;3.132;21;507;9610.3;188;4.5;3068;66
46.7;103.9;1.403;9;298;6917.2;148;10.6;4931;584
48;109.2;1.269;15;590;11301.1;148;12.5;8904;1078
44.2;101.8;1.425;13;235;5653.9;147;11.5;3968;562
47.6;116;1.62;16;348;6703.3;186;13.3;4137;646
45.9;104.8;1.493;17;441;10686.7;151;13.6;7158;1083
44.8;103.8;1.327;13;297;6471.2;145;8.8;4878;562
48.3;106.5;1.012;18;697;11518.6;153;12.4;11387;1138
45.4;148.9;1.42;16;934;10167;196;13.4;7162;1033
43.3;133.3;1.443;17;616;9451.5;190;13.3;6548;975
45.3;146.3;1.151;17;979;8803.9;197;12.9;7652;871
44.1;134.8;1.424;18;514;6715.5;188;7.8;4716;707.2
46.9;148.5;1.527;19;1293;16718.2;189;10.4;10951;1236.8
40;162.6;1.321;20;771;6640.8;192;12.8;5026;786
42.6;162;1.329;16;734;6668;185;14.8;5017;788
0;0;2.704;11;0;10781;0;8.6;3987;190
47.2;131;0.723;19;334;2150.1;181;9.3;2974;214
77.5;150.4;2.071;22;201;2375.8;174;3.6;1147;40
76.4;143.3;1.949;21;84;1169.2;165;3.9;600;8
79.9;136;2.307;18;162;2618.6;150;5.2;1135;34
81.3;141.4;2.705;27;181;3562.5;160;4.4;1317;50
83.5;147.5;2.856;22;219;4220.6;168;4.3;1478;20
82.1;168.6;2.954;20;292;4909.7;185;4.8;1662;61
81.4;152.3;2.667;13;266;4421.4;170;4.3;1658;96
83.4;140.2;2.837;14;255;5217.4;162;4.3;1839;64
83.5;146.9;2.902;18;274;5395.5;191;4.5;1859;80
84.1;174.1;2.958;28;353;5472.1;186;4.3;1850;69
88.3;167.9;3.107;24;329;5509.4;187;4.4;1773;89
87;166;2.958;25;326;5253.3;186;4.5;1776;55
0;0;2.958;0;0;5200;0;0;1758;0
0;0;1.699;14;0;14533;0;12.2;8553;1465.2
87.4;153.3;2.959;16;339;6074.2;178;4.9;2053;75
84.5;150.4;2.855;15;373;6750.2;171;4.1;2364;201
86.2;163.2;2.904;27;440;7285.4;182;4.7;2509;208
85.5;156.7;2.929;27;365;6367.9;181;6;2174;154
73;144.1;1.839;20;1133;16503.1;182;7.8;8974;1032
88.4;154.2;3.024;17;364;6534.6;180;5.1;2161;84
70.9;122.1;1.714;19;974;17982.4;161;10.5;10490;1123
90.1;165.2;3.355;27;483;8773.4;179;4.8;2615;81
88.7;162.5;3.387;29;474;8759;177;4.7;2586;13
89.9;163.1;3.314;21;597;10691.3;175;11.8;3226;14
89.7;163.6;3.337;19;613;11012.8;179;4.3;3300;15
89.1;169.4;3.447;26;721;12729.7;184;4.4;3693;20
89;169.5;3.502;26;474;8522.8;181;5.1;2434;12
88.1;169.7;3.365;27;806;14004.6;182;4.5;4162;18
87.7;155.4;3.36;19;384;7418.8;173;6.9;2208;91
86.1;155.8;3.019;26;551;10193.8;179;5.2;3376;184
86.5;162.9;3.119;24;420;7236.9;180;4.7;2320;85
71.4;129.8;1.91;16;729;12769.8;167;5;6685;864
73.2;156.6;1.995;22;1113;16635.5;182;5.3;8339;987
88.8;170.1;3.462;29;619;11233.6;180;4.8;3245;13
88.7;164.8;3.381;33;389;7092.3;178;4.5;2098;15
85.1;165.4;3.084;28;603;10672.7;186;8.1;3461;310
82.1;165.5;2.715;27;587;9031.5;187;4.7;3326;327
86.5;154.5;2.981;21;307;5731.7;185;4.3;1923;130
88.5;167.4;3.627;22;570;11403.8;178;11.1;3144;14
83.5;162.3;3.06;23;689;13389.5;184;4.9;4375;396
84.1;161.9;2.779;27;405;6696.2;183;5;2410;226
82.5;165.5;3.003;27;559;9769.7;184;11.9;3253;289
86.8;166.6;3.277;24;519;9613.6;186;6.3;2934;112
87.2;165.5;3.384;31;422;8033.2;180;4.9;2374;26
83.8;162;2.9;26;507;9006.3;182;4.4;3106;288
74.9;147.3;2.061;13;1239;19546.9;193;5.3;9482;1062
84.9;171.3;3.015;33;639;10014.1;193;5.2;3321;212
86.8;164.6;3.278;29;516;9190.6;180;5.5;2804;75
89.1;174.4;3.557;25;619;11222.1;185;7.3;3155;22
83.2;158.4;2.818;23;511;9055.7;178;4.9;3213;307
84.8;154.2;3.161;25;262;4867.2;173;4.5;1540;92.5
86.4;169.8;3.538;28;529;9898.6;187;4.9;2798;15
85.2;157.7;3.092;17;553;10296;182;10.7;3330;473.8
78.9;153.1;2.43;27;934;16036.7;182;4.6;6599;726.1
85.2;159.9;2.914;21;495;8534.9;188;5.6;2929;224.9
54.2;121.2;0.852;26;694;7067;157;2.3;8295;694.7
78.5;166.6;2.296;23;1220;15750.9;191;4.9;6860;851
83.1;172.3;2.754;19;1004;14820.1;200;10.8;5359;716.1
86.7;165.1;3.436;28;569;11122.4;185;5.3;3237;6
81.9;144.7;2.73;19;76;1321.5;161;5.6;484;8
82;152.9;2.534;24;524;7691.2;179;6.1;3035;212
82;151.8;2.521;18;449;6999.5;169;5.4;2776;240.5
78.5;156.4;2.314;22;1051;17205;183;5.3;7434;903.1
78.4;160.9;2.052;25;784;9504.5;199;5.7;4631;667.3
84.9;164;2.684;18;489;7061.7;187;5.9;2631;245
67.4;138;1.187;22;1520;17148;196;4.8;14447;1802.4
88.3;166.4;3.45;19;662;12751.7;186;5.3;3696;8
78.7;166.1;2.149;23;1599;20997.5;190;5;9772;1103.6
68.1;110.6;1.131;18;1218;19187.8;158;4.7;16960;1866.5
70.7;152.2;1.734;18;1398;17689.2;186;6.4;10204;1361.9
84.6;135.3;2.652;24;13;254.6;142;3;96;0
84.4;136.8;2.845;23;60;1189.2;164;4.2;418;16.6
87.1;165.1;3.403;23;743;13674.7;193;5.8;4018;14
74.7;160.9;1.711;19;1463;17278.6;191;4.5;10099;1361
87;161.4;3.429;20;656;12690.5;186;4.6;3701;73.5
77.6;173.9;2.391;23;1047;12987.3;191;7;5431;811.1
91.3;152.5;3.678;0;867;13248.7;164;9.7;3602;77.8
91.2;138.2;3.731;0;1560;29316.7;160;8.3;7857;199
91.2;146.2;3.741;0;848;15005.3;179;5.7;4011;63.4
88.4;0;2.98;0;534;7518;0;6.1;2523;41.8
89.6;136.8;3.556;0;724;13004.9;174;9.3;3657;148.5
88.6;121.2;3.347;0;544;11053.3;141;4.9;3302;48.2
90.3;145.3;3.915;0;827;16016.2;172;7.8;4091;65.3
90.3;131.1;3.483;0;699;12521.6;160;4.1;3595;137.9
89.4;0;3.432;0;753;10500.9;0;8.9;3060;48.3
88.7;147.1;3.58;0;1090.6;13338;183;8.4;3726;57.5
89.8;128.1;3.389;0;1011;18198.1;143;7;5369;169.1
87.8;132.7;3.365;0;622;10000.3;152;4.9;2972;63.8
87.5;126.4;3.322;0;624;11497.8;161;8.3;3461;49
90.4;0;3.535;0;1733;23383.2;0;5.6;6614;351.7
88.4;145.2;3.511;0;678;10321.9;176;8.7;2940;49.9
90;149.8;3.883;0;1861;35301.7;174;6.7;9091;132.2
89.4;0;3.498;0;734;10179.1;0;5.2;2910;88.6
91.3;142.1;3.874;0;909;17001.1;174;6.9;4388;50.9
87.8;132.8;3.431;0;485;8238;155;9.5;2401;58.8
87.9;127.3;3.308;0;531;9011.8;144;7.1;2724;103.3
89.5;0;3.187;0;714;9701.9;0;7.2;3044;36.3
89.4;134;3.442;0;697;12188.5;176;6.7;3541;125.4
87.5;129.5;3.382;0;779;14006.7;150;6.4;4142;60.2
86.9;113.4;3.081;0;143;3623.5;127;5.5;1176;55.2
88;132.1;3.522;0;824;14854.9;157;5;4218;114.2
88.1;0;3.448;0;695;10017.1;0;9.7;2905;87.6
89.5;142.1;3.34;0;343;7009.8;178;7;2099;66.6
89.3;143;3.423;0;922;14974.2;178;6.8;4374;229.5
86;0;3.238;0;229;3176.9;0;7.1;981;6.1
86.9;0;3.355;0;559;7521.9;0;5.2;2242;67.3
88.7;131.4;3.475;0;854;16003.8;165;10.9;4606;82.8
92.2;0;4.713;0;720;10005.5;0;6;2123;28.2
87.4;121.1;3.289;0;640;12445.1;142;8.4;3784;127.2
89.1;131.4;3.462;0;765;13432.1;173;7.5;3880;83.7
88;0;3.151;0;345;4821.1;0;4.7;1530;22.8
0;0;3.57;0;111.6;7724.9;0;8.5;2164;61.2
88.6;144.5;3.415;0;1165;20499.8;176;6.9;6002;213.1
87.6;120.9;3.087;0;1102;22129.9;158;5.7;7169;197.3
88.7;123.1;3.367;0;505;9009.6;142;4.4;2676;74.2
87.4;130.4;3.34;0;710;12572.3;147;8.4;3764;110.6
90.1;149;3.9;0;1035;18124.6;171;9.1;4647;74.6
88.3;137.5;3.363;0;836;15411;178;7.2;4583;94.6
90.1;142.4;3.403;0;959;15522.4;154;7.9;4562;69.3
88.8;0;3.291;0;445;6012.7;0;3.7;1827;0
88.9;0;3.374;0;767;10503;0;5.4;3113;67.3
90.2;148.1;3.838;0;1003;18515.1;175;12.4;4824;73.6
88.9;123.2;3.265;0;915;17672.7;140;4.9;5412;126.9
83.7;162.7;2.726;16;483;7499.5;183;4.5;2751;229
88.5;132;3.353;0;705;14385.2;177;5.4;4290;42.5
90.5;145.3;3.792;0;1166;21737.3;173;6.3;5732;81.4
87.2;119.5;3.396;0;505;10474.4;150;7.5;3084;78.2
91.3;141.9;3.839;0;1024;21324.3;176;7.7;5555;87.5
87.7;120.8;3.152;0;536;9217;158;6.9;2924;128.1
90.4;153;3.813;0;925;17012.6;179;8.8;4462;67.5
88;137.4;3.452;0;1081;21099.8;177;8.4;6113;236.1
88.3;138;3.536;0;494;8444.4;173;6.1;2388;47.1
88;136.8;3.512;0;709;13278.5;170;4.6;3781;150.1
92.2;0;4.367;0;3082;42626.2;0;8.2;9757;120.8
86.2;0;3.273;0;770;11006.1;0;7;3363;86
90.2;145.5;3.662;0;871;16094.7;177;7.2;4395;67.7
89.3;140.4;3.848;0;944;19005.4;169;6;4939;125.3
89.2;143.2;3.566;0;818;14323.4;179;13;4017;71.3
0;0;3.292;0;1245.4;15048.2;0;8.5;4571;163.6
88.1;0;3.578;0;742;10080.4;0;5.4;2817;123.1
90.7;127;3.356;0;571;10197.7;145;6.8;3039;87.5
93;148;3.965;0;832;14273.4;179;10.5;3600;95.3
88.6;136.4;3.474;0;801;13593.6;161;11.3;3913;107.2
91.4;148.1;3.851;0;1629;32248.2;170;7.6;8374;102.1
88;126.7;3.334;0;536;10008.8;149;8.6;3002;49.6
90.9;154;4.01;0;1816;30036.8;173;6.6;7491;240.2
87.8;146.7;3.448;0;1141;18806.7;180;7.1;5455;286.2
90.4;147.1;3.904;0;1066;20335.9;175;5.2;5209;68.9
89.4;143.4;3.373;0;893;13998.4;174;9.3;4150;79.1
88;126.3;3.277;0;734;14354.8;157;7.4;4381;159
87.7;128.1;3.543;0;715;14655.8;172;8;4137;79.7
89.8;0;3.356;0;466;6265.6;0;4.1;1867;84.1
88.9;0;3.155;0;346;4735.1;0;5.4;1501;48.7
88.1;121.9;3.223;0;556;9678.3;136;7;3003;109.7
